ts_code,official_name,title,std_title,category,city,salary,salary_k,degree,degree_level,experience,exp_level,low_barrier,senior_barrier,n_ai,has_ai,ai_skills,n_digital,has_digital,hard_skills_digital,n_human,has_human,soft_skills_human,n_repeat,has_repeat,repeat_hits,n_creative,has_creative,creative_hits,n_rule,has_rule,rule_hits
002657.SZ,北京中科金财科技股份有限公司,业务管培生,业务管培生,其他运营支持,北京,10-15K·13薪,13.541666666666666,本科,3,1-3年,2.0,0,0,1,1,ai,0,0,,6,1,沟通|表达|决策|抗压|解决问题|推动,1,1,跟进,0,0,,0,0,
002657.SZ,北京中科金财科技股份有限公司,总裁司机,总裁司机,其他运营支持,北京,8-10K,9.0,高中,1,3-5年,3.0,1,0,0,0,,0,0,,3,1,商务|服务意识|责任心,3,1,日常|上报|记录,1,1,突发,1,1,制度
002657.SZ,北京中科金财科技股份有限公司,铁路装备运维服务,铁路装备运维服务,软件研发与测试运维,北京,6-7K,6.5,大专,2,3-5年,3.0,1,0,0,0,,0,0,,0,0,,4,1,日常|定期|巡检|记录,0,0,,2,1,制度|规范
002657.SZ,北京中科金财科技股份有限公司,调度室运维服务工程师,调度室运维服务工程师,软件研发与测试运维,北京,7-8K,7.5,大专,2,3-5年,3.0,1,0,0,0,,0,0,,2,1,沟通|服务意识,7,1,整理|台账|日常|登记|上报|巡检|记录,0,0,,1,1,规范
002657.SZ,北京中科金财科技股份有限公司,react前端开发工程师,react前端开发工程师,软件研发与测试运维,宁波,11-15K,13.0,本科,3,5-10年,4.0,0,1,0,0,,0,0,,1,1,沟通,0,0,,0,0,,0,0,
002657.SZ,北京中科金财科技股份有限公司,销售助理,销售助理,客户营销与销售,北京,10-15K,12.5,本科,3,1-3年,2.0,0,0,1,1,ai,0,0,,8,1,沟通|表达|谈判|领导|协调|客户关系|商务|推动,1,1,跟进,1,1,谈判,1,1,流程
002657.SZ,北京中科金财科技股份有限公司,商务经理,商务经理,客户营销与销售,北京,5-7K·13薪,6.5,本科,3,1-3年,2.0,0,0,1,1,ai,3,1,excel|数据分析|erp,6,1,沟通|协调|培训|商务|责任心|抗压,2,1,归档|跟进,0,0,,5,1,流程|规范|合规|规定|审批流
002657.SZ,北京中科金财科技股份有限公司,金融大客户销售,金融大客户销售,客户营销与销售,北京,20-30K,25.0,本科,3,3-5年,3.0,0,0,1,1,ai,0,0,,7,1,谈判|协调|商务|拓展|资源整合|抗压|关系维护,0,0,,2,1,谈判|定制化,2,1,流程|合规
002657.SZ,北京中科金财科技股份有限公司,网络运维工程师,网络运维工程师,软件研发与测试运维,北京,8-13K·13薪,11.375,本科,3,3-5年,3.0,0,0,0,0,,0,0,,4,1,沟通|表达|协调|服务意识,1,1,日常,0,0,,0,0,
002657.SZ,北京中科金财科技股份有限公司,前端开发工程师,前端开发工程师,软件研发与测试运维,广州,12-18K,15.0,本科,3,3-5年,3.0,0,0,1,1,ai,1,1,sas,1,1,沟通,0,0,,1,1,研究,0,0,
002657.SZ,北京中科金财科技股份有限公司,数据库工程师,数据库工程师,数据分析与数据工程,廊坊,12-15K,13.5,本科,3,3-5年,3.0,0,0,1,1,ai,5,1,sql|数据库|oracle|linux|shell,3,1,沟通|协调|责任心,3,1,整理|日常|巡检,1,1,疑难,2,1,制度|流程
002657.SZ,北京中科金财科技股份有限公司,销售实习生,销售实习生,客户营销与销售,北京,280-300元/天,6.3075,本科,3,,2.0,0,0,0,0,,0,0,,5,1,沟通|表达|拓展|抗压|推动,0,0,,0,0,,0,0,
002657.SZ,北京中科金财科技股份有限公司,大客户销售实习生,大客户销售实习生,客户营销与销售,北京,280-300元/天,6.3075,本科,3,,2.0,0,0,0,0,,0,0,,5,1,沟通|表达|拓展|抗压|推动,0,0,,0,0,,0,0,
002657.SZ,北京中科金财科技股份有限公司,ai产品经理,ai产品经理,算法与AI工程,芜湖,8-9K,8.5,大专,2,3-5年,3.0,1,0,6,1,ai|nlp|语义|cv|智能体|大数据,1,1,数据分析,2,1,跨部门|推动,0,0,,3,1,调研|商业模式|复杂,2,1,标准|合规
002657.SZ,北京中科金财科技股份有限公司,网络运维服务工程师（短期）,网络运维服务工程师,软件研发与测试运维,北京,6-7K,6.5,大专,2,1-3年,2.0,1,0,0,0,,0,0,,2,1,沟通|服务意识,7,1,整理|台账|定期|提交|上报|巡检|记录,1,1,突发,1,1,权限
002657.SZ,北京中科金财科技股份有限公司,大客户销售管培生,大客户销售管培生,客户营销与销售,上海,11-20K,15.5,本科,3,1-3年,2.0,0,0,1,1,ai,0,0,,7,1,沟通|协调|客户关系|商务|拓展|抗压|关系维护,1,1,跟进,0,0,,0,0,
002657.SZ,北京中科金财科技股份有限公司,高级web前端开发工程师,web前端开发工程师,软件研发与测试运维,宁波,10-15K,12.5,本科,3,5-10年,4.0,0,1,0,0,,2,1,api|自动化,3,1,沟通|表达|抗压,0,0,,2,1,架构设计|复杂,1,1,流程
002657.SZ,北京中科金财科技股份有限公司,司库项目实施工程师,司库项目实施工程师,产品与需求管理,上海,11-20K,15.5,大专,2,3-5年,3.0,1,0,0,0,,5,1,sql|数据库|erp|用友|金蝶,2,1,沟通|抗压,0,0,,0,0,,1,1,规范
002657.SZ,北京中科金财科技股份有限公司,大客户销售（银行）,大客户销售,客户营销与销售,上海,20-35K,27.5,本科,3,3-5年,3.0,0,0,1,1,ai,0,0,,8,1,谈判|协调|客户关系|商务|拓展|资源整合|抗压|关系维护,0,0,,2,1,谈判|定制化,2,1,流程|合规
002657.SZ,北京中科金财科技股份有限公司,项目经理,项目经理,产品与需求管理,济南,20-25K,22.5,本科,3,5-10年,4.0,0,1,0,0,,4,1,sql|数据库|mysql|linux,3,1,沟通|协调|组织能力,1,1,对账,0,0,,0,0,
002657.SZ,北京中科金财科技股份有限公司,售前实习生,售前实习生,产品与需求管理,北京,200-220元/天,4.5675,本科,3,,2.0,0,0,0,0,,0,0,,6,1,沟通|表达|汇报|抗压|解决问题|推动,0,0,,0,0,,0,0,
002657.SZ,北京中科金财科技股份有限公司,大客户销售管培生,大客户销售管培生,客户营销与销售,北京,10-15K·13薪,13.541666666666666,本科,3,经验不限,1.0,1,0,0,0,,0,0,,6,1,沟通|协调|判断|商务|拓展|抗压,1,1,跟进,1,1,判断,0,0,
002657.SZ,北京中科金财科技股份有限公司,视频会议系统运维（短期）,视频会议系统运维,软件研发与测试运维,北京,6-7K,6.5,大专,2,3-5年,3.0,1,0,0,0,,0,0,,0,0,,2,1,巡检|记录,0,0,,0,0,
002657.SZ,北京中科金财科技股份有限公司,音视频运维工程师（短期）,音视频运维工程师,软件研发与测试运维,北京,6-7K,6.5,大专,2,1-3年,2.0,1,0,0,0,,0,0,,2,1,沟通|服务意识,9,1,归档|整理|台账|日常|定期|填写|上报|巡检|记录,0,0,,1,1,规范
002657.SZ,北京中科金财科技股份有限公司,Agent架构师,agent架构师,软件研发与测试运维,北京,70-100K·15薪,106.25,硕士,4,5-10年,4.0,0,1,3,1,大模型|智能体|agent,0,0,,4,1,协调|统筹|决策|拓展,0,0,,2,1,架构设计|复杂,4,1,流程|规范|合规|权限
002657.SZ,北京中科金财科技股份有限公司,测试工程师,测试工程师,软件研发与测试运维,广州,12-16K,14.0,本科,3,5-10年,4.0,0,1,1,1,ai,4,1,sql|数据库|mysql|oracle,0,0,,0,0,,1,1,复杂,0,0,
002657.SZ,北京中科金财科技股份有限公司,AI全栈开发工程师,ai全栈开发工程师,软件研发与测试运维,北京,20-40K,30.0,本科,3,1-3年,2.0,0,0,4,1,ai|大模型|llm|agent,3,1,数据可视化|接口|自动化,0,0,,0,0,,1,1,复杂,0,0,
002657.SZ,北京中科金财科技股份有限公司,高级java开发工程师,java开发工程师,软件研发与测试运维,宁波,10-15K,12.5,本科,3,5-10年,4.0,0,1,0,0,,5,1,sql|数据库|mysql|linux|git,1,1,团队管理,0,0,,1,1,架构设计,0,0,
002657.SZ,北京中科金财科技股份有限公司,招聘实习生（可转正）,实习生,合规审计与法务,北京,3-4K,3.5,本科,3,在校/应届,1.0,1,0,1,1,ai,0,0,,3,1,谈判|人际|推动,2,1,日常|跟进,1,1,谈判,1,1,流程
002657.SZ,北京中科金财科技股份有限公司,行政前台,行政前台,其他运营支持,北京,6-7K,6.5,大专,2,1-3年,2.0,1,0,0,0,,0,0,,2,1,沟通|商务,2,1,登记|扫描,0,0,,0,0,
002657.SZ,北京中科金财科技股份有限公司,政府关系主管,政府关系主管,其他运营支持,北京,15-20K·13薪,18.958333333333332,本科,3,1-3年,2.0,0,0,1,1,人工智能,0,0,,5,1,沟通|协调|人际|汇报|推动,1,1,跟进,1,1,研究,2,1,政策|办法
002657.SZ,北京中科金财科技股份有限公司,服务器虚拟化运维工程师（短期）,服务器虚拟化运维工程师,软件研发与测试运维,北京,7-8K,7.5,大专,2,3-5年,3.0,1,0,0,0,,2,1,数据库|linux,3,1,沟通|培训|服务意识,8,1,整理|台账|日常|定期|填写|校验|更新|巡检,1,1,突发,3,1,规范|标准|权限
002657.SZ,北京中科金财科技股份有限公司,招聘经理/主管,经理/主管,其他运营支持,北京,15-25K,20.0,本科,3,3-5年,3.0,0,0,3,1,人工智能|ai|大数据,0,0,,1,1,协调,1,1,定期,2,1,从0到1|复杂,0,0,
002657.SZ,北京中科金财科技股份有限公司,Agent harness开发工程师,agentharness开发工程师,软件研发与测试运维,北京,50-80K,65.0,本科,3,3-5年,3.0,0,0,7,1,ai|llm|prompt|智能体|agent|pytorch|tensorflow,4,1,python|sql|数据库|mysql,0,0,,1,1,校验,1,1,架构设计,2,1,合规|红线
002657.SZ,北京中科金财科技股份有限公司,大数据工程师,大数据工程师,数据分析与数据工程,广州,14-18K,16.0,本科,3,5-10年,4.0,0,1,2,1,ai|大数据,9,1,python|sql|数据库|hive|spark|etl|bi|数据仓库|数仓,0,0,,0,0,,1,1,复杂,0,0,
002657.SZ,北京中科金财科技股份有限公司,高级java开发工程师,java开发工程师,软件研发与测试运维,杭州,12-15K,13.5,本科,3,5-10年,4.0,0,1,0,0,,5,1,sql|数据库|mysql|oracle|git,1,1,团队管理,0,0,,1,1,架构设计,1,1,流程
002657.SZ,北京中科金财科技股份有限公司,AI算法开发(Python方向),ai算法开发,算法与AI工程,芜湖,13-15K,14.0,大专,2,3-5年,3.0,1,0,5,1,ai|大模型|nlp|计算机视觉|推荐算法,2,1,python|接口,1,1,推动,1,1,定期,0,0,,1,1,标准
002657.SZ,北京中科金财科技股份有限公司,开发工程师（新疆）,软件开发工程师,软件研发与测试运维,乌鲁木齐,7-10K,8.5,本科,3,1-3年,2.0,0,0,0,0,,6,1,sql|数据库|mysql|oracle|接口|git,1,1,沟通,0,0,,0,0,,2,1,流程|规范
002657.SZ,北京中科金财科技股份有限公司,资深金融数据产品经理,金融数据产品经理,数据分析与数据工程,北京,25-35K·13薪,32.5,本科,3,5-10年,4.0,0,1,5,1,ai|机器学习|大模型|知识图谱|评分卡,3,1,sql|数据库|数仓,1,1,统筹,2,1,统计|跟进,0,0,,5,1,流程|规范|标准|合规|监管
002657.SZ,北京中科金财科技股份有限公司,AI agent架构师,aiagent架构师,软件研发与测试运维,北京,40-70K,55.0,本科,3,3-5年,3.0,0,0,3,1,ai|智能体|agent,1,1,python,5,1,协调|统筹|决策|拓展|抗压,0,0,,2,1,架构设计|复杂,4,1,流程|规范|合规|权限
002657.SZ,北京中科金财科技股份有限公司,法务总监,法务总监,合规审计与法务,北京,40-60K·15薪,62.5,本科,3,10年以上,5.0,0,1,0,0,,0,0,,5,1,沟通|统筹|决策|团队管理|培训,0,0,,1,1,突发,4,1,制度|流程|合规|监管
002657.SZ,北京中科金财科技股份有限公司,开发工程师,软件开发工程师,软件研发与测试运维,广州,14-18K,16.0,本科,3,5-10年,4.0,0,1,1,1,ai,4,1,sql|数据库|mysql|oracle,0,0,,0,0,,1,1,复杂,0,0,
300561.SZ,珠海汇金科技股份有限公司,客户经理（卡封）,客户经理,客户营销与销售,珠海,8-12K,10.0,大专,2,3-5年,3.0,1,0,0,0,,0,0,,3,1,表达|亲和|拓展,1,1,定期,0,0,,0,0,
300561.SZ,珠海汇金科技股份有限公司,运营专员,运营专员,其他运营支持,清远,3-7K,5.0,大专,2,1-3年,2.0,1,0,0,0,,0,0,,1,1,沟通,0,0,,0,0,,0,0,
300561.SZ,珠海汇金科技股份有限公司,农业技术专员,农业技术专员,其他运营支持,新乡,4-9K,6.5,本科,3,1-3年,2.0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
300561.SZ,珠海汇金科技股份有限公司,系统集成工程师,系统集成工程师,软件研发与测试运维,济南,7-12K,9.5,大专,2,1-3年,2.0,1,0,0,0,,0,0,,3,1,沟通|责任心|应变,1,1,日常,2,1,调研|突发,1,1,流程
300561.SZ,珠海汇金科技股份有限公司,互联网产品经理,互联网产品经理,产品与需求管理,北京,13-16K,14.5,本科,3,5-10年,4.0,0,1,0,0,,0,0,,2,1,沟通|责任心,0,0,,1,1,从0到1,1,1,流程
300561.SZ,珠海汇金科技股份有限公司,销售经理,销售经理,客户营销与销售,北京,8-12K,10.0,大专,2,3-5年,3.0,1,0,0,0,,0,0,,8,1,沟通|表达|谈判|协调|统筹|商务|抗压|应变,1,1,定期,1,1,谈判,1,1,流程
300561.SZ,珠海汇金科技股份有限公司,兼职摄影师,兼职摄影师,其他运营支持,清远,2-6K,4.0,高中,1,经验不限,1.0,1,0,0,0,,0,0,,2,1,沟通|责任心,0,0,,0,0,,0,0,
300561.SZ,珠海汇金科技股份有限公司,大客户经理,大客户经理,客户营销与销售,北京,20-30K,25.0,大专,2,3-5年,3.0,1,0,0,0,,0,0,,10,1,沟通|表达|谈判|协调|统筹|客户关系|商务|抗压|应变|关系维护,0,0,,1,1,谈判,1,1,流程
300561.SZ,珠海汇金科技股份有限公司,企业管理经理,企业管理经理,其他运营支持,邢台,10-11K,10.5,本科,3,1-3年,2.0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
300561.SZ,珠海汇金科技股份有限公司,职业经理人,职业经理人,其他运营支持,邢台,10-15K,12.5,本科,3,经验不限,1.0,1,0,0,0,,0,0,,0,0,,0,0,,0,0,,1,1,制度
300663.SZ,北京科蓝软件系统股份有限公司,产品经理-乌鲁木齐(J10251),产品经理-乌鲁木齐,产品与需求管理,乌鲁木齐,10-15K,12.5,本科,3,3-5年,3.0,0,0,0,0,,0,0,,2,1,协调|培训,2,1,提交|跟进,0,0,,1,1,流程
300663.SZ,北京科蓝软件系统股份有限公司,金融需求分析师（南宁）,金融需求分析师,产品与需求管理,南宁,8-13K,10.5,本科,3,3-5年,3.0,0,0,0,0,,1,1,接口,1,1,沟通,2,1,对账|跟进,0,0,,1,1,流程
300663.SZ,北京科蓝软件系统股份有限公司,金融产品经理,金融产品经理,产品与需求管理,赣州,12-17K,14.5,本科,3,3-5年,3.0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
300663.SZ,北京科蓝软件系统股份有限公司,java开发工程师,java开发工程师,软件研发与测试运维,上海,12-15K,13.5,本科,3,3-5年,3.0,0,0,0,0,,4,1,sql|数据库|oracle|bi,2,1,沟通|责任心,0,0,,0,0,,0,0,
300663.SZ,北京科蓝软件系统股份有限公司,活动运营（0-1年）,活动运营,产品与需求管理,沈阳,4-6K·13薪,5.416666666666667,本科,3,经验不限,1.0,1,0,0,0,,1,1,数据分析,7,1,沟通|协调|培训|拓展|责任心|创新|推动,3,1,整理|定期|跟进,2,1,创新|调研,1,1,标准
300663.SZ,北京科蓝软件系统股份有限公司,鸿蒙App开发(丹东银行J11474),鸿蒙app开发,软件研发与测试运维,丹东,7-10K,8.5,本科,3,3-5年,3.0,0,0,0,0,,0,0,,0,0,,1,1,定期,1,1,调研,0,0,
300663.SZ,北京科蓝软件系统股份有限公司,前端开发工程师【农发行】,前端开发工程师,软件研发与测试运维,珠海,10-15K,12.5,本科,3,1-3年,2.0,0,0,0,0,,1,1,git,0,0,,0,0,,1,1,复杂,1,1,制度
300663.SZ,北京科蓝软件系统股份有限公司,iOS开发工程师,ios开发工程师,软件研发与测试运维,常州,9-14K,11.5,本科,3,1-3年,2.0,0,0,0,0,,1,1,git,1,1,沟通,0,0,,0,0,,0,0,
300663.SZ,北京科蓝软件系统股份有限公司,温州前端vue开发工程师(J11582),温州前端vue开发工程师,软件研发与测试运维,温州,10-15K,12.5,本科,3,3-5年,3.0,0,0,0,0,,0,0,,2,1,沟通|责任心,0,0,,1,1,研究,0,0,
300663.SZ,北京科蓝软件系统股份有限公司,JAVA工程师（上饶）,java开发工程师,软件研发与测试运维,上饶,10-15K,12.5,本科,3,3-5年,3.0,0,0,0,0,,5,1,sql|数据库|mysql|oracle|git,2,1,沟通|责任心,0,0,,0,0,,0,0,
300663.SZ,北京科蓝软件系统股份有限公司,销售助理,销售助理,客户营销与销售,北京,8-10K,9.0,本科,3,1-3年,2.0,0,0,0,0,,2,1,数据分析|统计分析,7,1,沟通|协调|客户关系|拓展|抗压|跨部门|关系维护,7,1,归档|整理|台账|定期|统计|跟进|记录,2,1,调研|定制化,3,1,流程|政策|依据
300663.SZ,北京科蓝软件系统股份有限公司,江西上饶-前端开发工程师,江西上饶-前端开发工程师,软件研发与测试运维,上饶,11-20K,15.5,本科,3,3-5年,3.0,0,0,0,0,,1,1,api,0,0,,0,0,,1,1,架构设计,0,0,
300663.SZ,北京科蓝软件系统股份有限公司,前端（Web）开发工程师,前端开发工程师,软件研发与测试运维,南宁,7-10K,8.5,本科,3,1-3年,2.0,0,0,0,0,,0,0,,1,1,沟通,0,0,,0,0,,0,0,
300663.SZ,北京科蓝软件系统股份有限公司,前端开发工程师,前端开发工程师,软件研发与测试运维,唐山,7-12K,9.5,本科,3,1-3年,2.0,0,0,0,0,,0,0,,2,1,沟通|责任心,0,0,,0,0,,1,1,规范
300663.SZ,北京科蓝软件系统股份有限公司,前端开发工程师,前端开发工程师,软件研发与测试运维,南宁,7-12K,9.5,本科,3,1-3年,2.0,0,0,0,0,,2,1,数据可视化|git,0,0,,0,0,,0,0,,0,0,
300663.SZ,北京科蓝软件系统股份有限公司,Java,java开发工程师,软件研发与测试运维,上海,12-15K,13.5,本科,3,3-5年,3.0,0,0,0,0,,5,1,sql|数据库|mysql|oracle|bi,2,1,沟通|责任心,0,0,,0,0,,0,0,
300663.SZ,北京科蓝软件系统股份有限公司,高级安卓工程师,安卓工程师,产品与需求管理,珠海,18-20K,19.0,本科,3,3-5年,3.0,0,0,0,0,,1,1,git,0,0,,1,1,日常,2,1,探索|复杂,1,1,流程
300663.SZ,北京科蓝软件系统股份有限公司,信贷系统产品经理-乌鲁木齐(J10398),信贷系统产品经理,信贷与授信审批,乌鲁木齐,11-16K,13.5,本科,3,3-5年,3.0,0,0,0,0,,0,0,,2,1,协调|培训,2,1,提交|跟进,0,0,,1,1,流程
300663.SZ,北京科蓝软件系统股份有限公司,赣州前端开发岗,赣州前端开发,软件研发与测试运维,赣州,10-13K,11.5,本科,3,3-5年,3.0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
300663.SZ,北京科蓝软件系统股份有限公司,android客户端开发工程师,android客户端开发工程师,客户营销与销售,常州,12-18K,15.0,本科,3,3-5年,3.0,0,0,0,0,,0,0,,3,1,沟通|责任心|解决问题,0,0,,0,0,,0,0,
300663.SZ,北京科蓝软件系统股份有限公司,android开发工程师【华人银行】,android开发工程师,软件研发与测试运维,珠海,12-14K,13.0,本科,3,3-5年,3.0,0,0,0,0,,1,1,api,0,0,,2,1,提交|更新,0,0,,0,0,
300663.SZ,北京科蓝软件系统股份有限公司,前端开发(西宁J11321),前端开发,软件研发与测试运维,西宁,8-11K,9.5,本科,3,3-5年,3.0,0,0,0,0,,1,1,接口,0,0,,0,0,,0,0,,1,1,规范
300663.SZ,北京科蓝软件系统股份有限公司,中高级前端开发,前端开发,软件研发与测试运维,珠海,12-22K,17.0,本科,3,5-10年,4.0,0,1,0,0,,0,0,,1,1,沟通,0,0,,0,0,,0,0,
300663.SZ,北京科蓝软件系统股份有限公司,前端工程师,前端工程师,软件研发与测试运维,秦皇岛,6-10K,8.0,本科,3,1-3年,2.0,0,0,0,0,,0,0,,2,1,沟通|责任心,0,0,,0,0,,1,1,规范
300663.SZ,北京科蓝软件系统股份有限公司,JAVA工程师（秦皇岛）,java开发工程师,软件研发与测试运维,秦皇岛,6-9K,7.5,本科,3,1-3年,2.0,0,0,0,0,,4,1,sql|数据库|oracle|linux,2,1,沟通|责任心,0,0,,0,0,,1,1,规范
300663.SZ,北京科蓝软件系统股份有限公司,嘉兴地区前端开发人员,嘉兴地区前端开发人员,软件研发与测试运维,嘉兴,10-15K,12.5,本科,3,5-10年,4.0,0,1,0,0,,0,0,,2,1,责任心|抗压,0,0,,0,0,,0,0,
300663.SZ,北京科蓝软件系统股份有限公司,中级安卓开发工程师,安卓开发工程师,软件研发与测试运维,常州,11-17K,14.0,本科,3,3-5年,3.0,0,0,0,0,,1,1,git,0,0,,1,1,日常,2,1,探索|复杂,1,1,流程
300663.SZ,北京科蓝软件系统股份有限公司,软件开发工程师【黄河银行】,软件开发工程师,软件研发与测试运维,银川,8-12K,10.0,本科,3,1-3年,2.0,0,0,0,0,,5,1,sql|数据库|mysql|oracle|linux,3,1,沟通|责任心|抗压,0,0,,0,0,,0,0,
300663.SZ,北京科蓝软件系统股份有限公司,Java工程师,java开发工程师,软件研发与测试运维,沧州,6-11K,8.5,本科,3,1-3年,2.0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,2,1,流程|规范
300663.SZ,北京科蓝软件系统股份有限公司,JAVA工程师（嘉兴）,java开发工程师,软件研发与测试运维,嘉兴,11-16K,13.5,本科,3,3-5年,3.0,0,0,0,0,,5,1,sql|数据库|mysql|oracle|git,2,1,沟通|责任心,0,0,,0,0,,0,0,
300663.SZ,北京科蓝软件系统股份有限公司,中高级ios开发工程师,ios开发工程师,软件研发与测试运维,珠海,14-20K,17.0,本科,3,3-5年,3.0,0,0,0,0,,1,1,数据库,0,0,,0,0,,0,0,,1,1,流程
300663.SZ,北京科蓝软件系统股份有限公司,Java工程师,java开发工程师,软件研发与测试运维,保定,6-11K,8.5,本科,3,1-3年,2.0,0,0,0,0,,4,1,sql|数据库|mysql|oracle,0,0,,0,0,,0,0,,2,1,流程|规范
300663.SZ,北京科蓝软件系统股份有限公司,前端工程师（嘉兴）,前端工程师,软件研发与测试运维,嘉兴,11-16K,13.5,本科,3,3-5年,3.0,0,0,0,0,,0,0,,0,0,,0,0,,2,1,探索|复杂,0,0,
300663.SZ,北京科蓝软件系统股份有限公司,前端开发工程师(J11592),前端开发工程师,软件研发与测试运维,南宁,7-11K,9.0,本科,3,3-5年,3.0,0,0,0,0,,1,1,sas,3,1,沟通|责任心|抗压,0,0,,0,0,,1,1,流程
300663.SZ,北京科蓝软件系统股份有限公司,前端开发工程师,前端开发工程师,软件研发与测试运维,珠海,11-19K,15.0,本科,3,3-5年,3.0,0,0,0,0,,0,0,,1,1,沟通,0,0,,0,0,,3,1,流程|规范|标准
300773.SZ,拉卡拉支付股份有限公司,信用卡销售,信用卡销售,客户营销与销售,泉州,13-14K·13薪,14.625,学历不限,1,经验不限,1.0,1,0,0,0,,0,0,,1,1,沟通,0,0,,0,0,,0,0,
300773.SZ,拉卡拉支付股份有限公司,行业bd,行业bd,客户营销与销售,南京,7-12K,9.5,本科,3,3-5年,3.0,0,0,0,0,,0,0,,5,1,谈判|客户关系|商务|拓展|推动,1,1,对账,2,1,谈判|定制化,1,1,监管
300773.SZ,拉卡拉支付股份有限公司,高级行业合作经理,行业合作经理,客户营销与销售,福州,8-10K,9.0,大专,2,1-3年,2.0,1,0,0,0,,0,0,,4,1,沟通|协调|决策|抗压,2,1,定期|跟进,0,0,,0,0,
300773.SZ,拉卡拉支付股份有限公司,银行／行业BD经理,银行／行业bd经理,客户营销与销售,济南,7-12K,9.5,大专,2,3-5年,3.0,1,0,0,0,,0,0,,5,1,沟通|谈判|商务|服务意识|推动,0,0,,1,1,谈判,0,0,
300773.SZ,拉卡拉支付股份有限公司,分公司/代表处负责人,分公司/代表处负责人,其他运营支持,益阳,6-10K,8.0,大专,2,1-3年,2.0,1,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
300773.SZ,拉卡拉支付股份有限公司,餐饮SAAS营销经理,餐饮saas营销经理,客户营销与销售,南宁,8-12K,10.0,大专,2,1-3年,2.0,1,0,0,0,,0,0,,4,1,沟通|谈判|客户关系|商务,0,0,,1,1,谈判,0,0,
300773.SZ,拉卡拉支付股份有限公司,大客户经理,大客户经理,客户营销与销售,太原,8-13K,10.5,大专,2,3-5年,3.0,1,0,0,0,,0,0,,6,1,沟通|谈判|协调|培训|商务|抗压,1,1,跟进,1,1,谈判,2,1,标准|规定
300773.SZ,拉卡拉支付股份有限公司,行业合作经理（餐饮saas方向）,行业合作经理,客户营销与销售,杭州,10-15K,12.5,大专,2,1-3年,2.0,1,0,0,0,,0,0,,5,1,沟通|谈判|协调|决策|抗压,1,1,跟进,1,1,谈判,0,0,
300773.SZ,拉卡拉支付股份有限公司,外卡收单业务BD经理,外卡收单业务bd经理,客户营销与销售,郑州,16-20K,18.0,大专,2,3-5年,3.0,1,0,0,0,,0,0,,7,1,沟通|谈判|协调|培训|商务|拓展|抗压,1,1,跟进,1,1,谈判,2,1,标准|规定
300773.SZ,拉卡拉支付股份有限公司,本地渠道代理商招商BD（支付行业）,本地渠道代理商招商bd,客户营销与销售,天津,10-15K,12.5,大专,2,1-3年,2.0,1,0,0,0,,0,0,,7,1,谈判|人际|培训|商务|拓展|抗压|关系维护,1,1,定期,2,1,调研|谈判,2,1,流程|政策
300773.SZ,拉卡拉支付股份有限公司,行业/银行合作经理,行业/银行合作经理,客户营销与销售,厦门,8-13K,10.5,本科,3,1-3年,2.0,0,0,0,0,,0,0,,3,1,沟通|服务意识|推动,0,0,,0,0,,0,0,
300773.SZ,拉卡拉支付股份有限公司,银行合作经理（重庆）,银行合作经理,客户营销与销售,重庆,10-15K,12.5,大专,2,3-5年,3.0,1,0,0,0,,0,0,,7,1,沟通|谈判|协调|商务|拓展|抗压|推动,2,1,对账|跟进,1,1,谈判,3,1,流程|合规|监管
300773.SZ,拉卡拉支付股份有限公司,资深支付BD/销售经理/客户经理,支付bd,客户营销与销售,深圳,11-18K,14.5,大专,2,经验不限,1.0,1,0,0,0,,0,0,,2,1,客户关系|拓展,0,0,,0,0,,0,0,
300773.SZ,拉卡拉支付股份有限公司,SAAS渠道经理,saas渠道经理,客户营销与销售,南昌,8-12K,10.0,大专,2,5-10年,4.0,1,1,0,0,,0,0,,4,1,沟通|拓展|服务意识|推动,0,0,,0,0,,0,0,
300773.SZ,拉卡拉支付股份有限公司,资深支付BD,支付bd,客户营销与销售,深圳,13-18K,15.5,大专,2,经验不限,1.0,1,0,0,0,,0,0,,2,1,客户关系|商务,0,0,,0,0,,0,0,
300773.SZ,拉卡拉支付股份有限公司,海南自贸区代表,海南自贸区代表,其他运营支持,海口,16-22K·13薪,20.583333333333332,本科,3,5-10年,4.0,0,1,0,0,,0,0,,5,1,沟通|协调|统筹|商务|关系维护,1,1,跟进,0,0,,0,0,
300773.SZ,拉卡拉支付股份有限公司,高级BD/渠道经理,bd/渠道经理,客户营销与销售,上海,15-25K,20.0,大专,2,5-10年,4.0,1,1,0,0,,0,0,,6,1,沟通|谈判|协调|拓展|抗压|战略,1,1,跟进,1,1,谈判,1,1,流程
300773.SZ,拉卡拉支付股份有限公司,行业BD,行业bd,客户营销与销售,成都,8-13K,10.5,本科,3,3-5年,3.0,0,0,0,0,,0,0,,6,1,谈判|商务|拓展|抗压|关系维护|推动,1,1,定期,1,1,谈判,1,1,流程
