ts_code,official_name,title,std_title,category,city,salary,salary_k,degree,degree_level,experience,exp_level,low_barrier,senior_barrier,n_ai,has_ai,ai_skills,n_digital,has_digital,hard_skills_digital,n_human,has_human,soft_skills_human,n_repeat,has_repeat,repeat_hits,n_creative,has_creative,creative_hits,n_rule,has_rule,rule_hits
300465.SZ,高伟达软件股份有限公司,Java开发工程师,java开发工程师,软件研发与测试运维,北京,14-17K,15.5,本科,3,3-5年,3.0,0,0,0,0,,5,1,sql|数据库|mysql|oracle|git,0,0,,0,0,,0,0,,1,1,规范
300465.SZ,高伟达软件股份有限公司,JAVA,java开发工程师,软件研发与测试运维,上海,13-16K,14.5,本科,3,3-5年,3.0,0,0,0,0,,2,1,sql|mysql,0,0,,0,0,,0,0,,0,0,
300465.SZ,高伟达软件股份有限公司,数据迁移工程师,数据迁移工程师,数据分析与数据工程,成都,8-11K,9.5,本科,3,3-5年,3.0,0,0,0,0,,7,1,sql|数据库|oracle|spark|etl|bi|报表,2,1,沟通|表达,1,1,报表,0,0,,0,0,
300465.SZ,高伟达软件股份有限公司,ETL开发工程师（邮储银行项目）,etl开发工程师,数据分析与数据工程,西安,10-15K,12.5,本科,3,3-5年,3.0,0,0,0,0,,9,1,sql|数据库|hive|spark|hadoop|etl|linux|shell|git,2,1,方案设计|推动,1,1,统计,0,0,,3,1,流程|规范|标准
300465.SZ,高伟达软件股份有限公司,大数据运维,大数据运维,数据分析与数据工程,北京,10-14K,12.0,本科,3,3-5年,3.0,0,0,1,1,大数据,8,1,python|sql|数据库|hadoop|etl|自动化|linux|shell,1,1,沟通,2,1,日常|巡检,0,0,,1,1,流程
300465.SZ,高伟达软件股份有限公司,中级java开发工程师,java开发工程师,软件研发与测试运维,石家庄,9-13K,11.0,本科,3,3-5年,3.0,0,0,0,0,,2,1,hive|hadoop,0,0,,0,0,,0,0,,0,0,
300465.SZ,高伟达软件股份有限公司,Java （高级 北京）,java开发工程师,软件研发与测试运维,北京,14-18K,16.0,本科,3,5-10年,4.0,0,1,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
300465.SZ,高伟达软件股份有限公司,测试工程师,测试工程师,软件研发与测试运维,常州,10-12K,11.0,本科,3,5-10年,4.0,0,1,1,1,ai,2,1,数据库|oracle,3,1,表达|协调|解决问题,1,1,提交,0,0,,1,1,流程
300465.SZ,高伟达软件股份有限公司,java开发工程师,java开发工程师,软件研发与测试运维,合肥,10-15K,12.5,本科,3,3-5年,3.0,0,0,0,0,,4,1,sql|数据库|mysql|docker,0,0,,0,0,,1,1,架构设计,1,1,规范
300465.SZ,高伟达软件股份有限公司,测试工程师,测试工程师,软件研发与测试运维,上海,11-13K,12.0,本科,3,5-10年,4.0,0,1,3,1,ai|llm|agent,3,1,python|sql|数据分析,2,1,沟通|表达,0,0,,1,1,复杂,1,1,流程
300465.SZ,高伟达软件股份有限公司,项目经理,项目经理,产品与需求管理,广州,17-20K,18.5,本科,3,10年以上,5.0,0,1,0,0,,1,1,接口,6,1,沟通|谈判|决策|培训|汇报|商务,0,0,,2,1,谈判|复杂,1,1,流程
300465.SZ,高伟达软件股份有限公司,运维工程师,运维工程师,软件研发与测试运维,成都,10-12K,11.0,本科,3,1-3年,2.0,0,0,0,0,,0,0,,4,1,沟通|表达|协调|责任心,2,1,日常|巡检,0,0,,0,0,
300465.SZ,高伟达软件股份有限公司,运维开发工程师,运维开发工程师,软件研发与测试运维,北京,11-18K,14.5,本科,3,5-10年,4.0,0,1,0,0,,5,1,python|spark|自动化|linux|shell,1,1,推动,0,0,,1,1,复杂,2,1,流程|规范
300465.SZ,高伟达软件股份有限公司,java开发-银行项目,java开发-银行项目,软件研发与测试运维,成都,10-15K,12.5,本科,3,5-10年,4.0,0,1,0,0,,1,1,oracle,0,0,,0,0,,0,0,,0,0,
300465.SZ,高伟达软件股份有限公司,Java软件工程师（赣州本地）,java软件工程师,软件研发与测试运维,赣州,10-15K,12.5,本科,3,3-5年,3.0,0,0,1,1,ai,4,1,sql|数据库|mysql|oracle,1,1,沟通,0,0,,0,0,,0,0,
300465.SZ,高伟达软件股份有限公司,初中高级-Java开发工程师,初中高级,其他运营支持,北京,12-15K,13.5,本科,3,1-3年,2.0,0,0,0,0,,3,1,sql|数据库|oracle,1,1,沟通,0,0,,0,0,,0,0,
300465.SZ,高伟达软件股份有限公司,java开发工程师,java开发工程师,软件研发与测试运维,北京,11-19K,15.0,本科,3,3-5年,3.0,0,0,1,1,大数据,7,1,sql|数据库|mysql|oracle|接口|自动化|linux,0,0,,0,0,,1,1,疑难,1,1,流程
300465.SZ,高伟达软件股份有限公司,java开发工程师,java开发工程师,软件研发与测试运维,北京,14-18K,16.0,本科,3,5-10年,4.0,0,1,0,0,,3,1,sql|数据库|mysql,1,1,抗压,0,0,,0,0,,3,1,流程|规范|合规
300465.SZ,高伟达软件股份有限公司,Python—人工智能项目开发,python,其他运营支持,成都,11-16K,13.5,本科,3,3-5年,3.0,0,0,1,1,人工智能,5,1,python|sql|数据库|mysql|api,0,0,,0,0,,0,0,,0,0,
300465.SZ,高伟达软件股份有限公司,英语翻译,英语翻译,其他运营支持,北京,10-15K,12.5,本科,3,1-3年,2.0,0,0,1,1,ai,0,0,,4,1,沟通|表达|谈判|商务,3,1,整理|日常|跟进,1,1,谈判,1,1,规范
300465.SZ,高伟达软件股份有限公司,英语翻译,英语翻译,其他运营支持,北京,14-15K,14.5,本科,3,3-5年,3.0,0,0,1,1,ai,0,0,,4,1,沟通|表达|谈判|商务,2,1,整理|跟进,1,1,谈判,1,1,规范
300465.SZ,高伟达软件股份有限公司,中高级JAVA工程师,java开发工程师,软件研发与测试运维,北京,16-22K,19.0,本科,3,3-5年,3.0,0,0,1,1,大数据,6,1,sql|数据库|mysql|oracle|postgresql|linux,0,0,,0,0,,0,0,,0,0,
300465.SZ,高伟达软件股份有限公司,中/高级JAVA,中/高级java,软件研发与测试运维,西安,10-15K,12.5,本科,3,3-5年,3.0,0,0,0,0,,2,1,数据库|linux,0,0,,0,0,,0,0,,0,0,
300465.SZ,高伟达软件股份有限公司,高级工程师/架构师,工程师/架构师,软件研发与测试运维,成都,15-20K,17.5,本科,3,5-10年,4.0,0,1,0,0,,0,0,,2,1,沟通|决策,0,0,,3,1,探索|研究|架构设计,2,1,流程|标准
300465.SZ,高伟达软件股份有限公司,web前端（邮储银行项目）,web前端,软件研发与测试运维,合肥,10-14K,12.0,本科,3,3-5年,3.0,0,0,0,0,,2,1,数据可视化|接口,1,1,沟通,0,0,,0,0,,3,1,流程|规范|合规
300465.SZ,高伟达软件股份有限公司,java工程师（西安邮储银行）,java开发工程师,软件研发与测试运维,西安,10-15K,12.5,本科,3,3-5年,3.0,0,0,0,0,,5,1,sql|数据库|mysql|oracle|postgresql,3,1,沟通|协调|责任心,0,0,,1,1,研究,0,0,
300465.SZ,高伟达软件股份有限公司,运维（中高级 北京  中信数科）,运维,软件研发与测试运维,北京,12-18K,15.0,本科,3,5-10年,4.0,0,1,0,0,,7,1,python|sql|数据库|mysql|oracle|自动化|shell,3,1,责任心|抗压|推动,1,1,日常,0,0,,2,1,流程|规范
300465.SZ,高伟达软件股份有限公司,java,java开发工程师,软件研发与测试运维,上海,14-16K,15.0,本科,3,3-5年,3.0,0,0,1,1,ai,4,1,sql|数据库|mysql|git,0,0,,0,0,,0,0,,0,0,
300465.SZ,高伟达软件股份有限公司,数据开发,数据开发工程师,数据分析与数据工程,南京,10-12K,11.0,本科,3,1-3年,2.0,0,0,1,1,大数据,12,1,sql|oracle|hive|spark|hadoop|etl|bi|报表|数仓|接口|linux|shell,2,1,沟通|跨部门,1,1,报表,1,1,复杂,4,1,流程|规范|标准|监管
300465.SZ,高伟达软件股份有限公司,初中级java开发工程师,java开发工程师,软件研发与测试运维,济南,9-13K,11.0,本科,3,3-5年,3.0,0,0,1,1,大数据,4,1,sql|mysql|hive|hadoop,0,0,,0,0,,0,0,,0,0,
300465.SZ,高伟达软件股份有限公司,全栈工程师（银行项目驻场开发）,全栈工程师,软件研发与测试运维,厦门,10-15K,12.5,本科,3,3-5年,3.0,0,0,0,0,,4,1,sql|数据库|mysql|oracle,1,1,沟通,0,0,,0,0,,0,0,
300465.SZ,高伟达软件股份有限公司,Java中级开发工程师,java中级开发工程师,软件研发与测试运维,上海,13-16K,14.5,本科,3,5-10年,4.0,0,1,1,1,ai,5,1,sql|数据库|mysql|oracle|git,0,0,,0,0,,0,0,,0,0,
300465.SZ,高伟达软件股份有限公司,前端开发-泸州银行驻场,前端开发-泸州银行驻场,软件研发与测试运维,成都,10-15K,12.5,本科,3,3-5年,3.0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
300465.SZ,高伟达软件股份有限公司,Java开发工程师,java开发工程师,软件研发与测试运维,武汉,10-15K,12.5,本科,3,3-5年,3.0,0,0,0,0,,4,1,sql|数据库|mysql|oracle,1,1,沟通,0,0,,0,0,,0,0,
300465.SZ,高伟达软件股份有限公司,高级Java架构师（金融信创方向）,java架构师,软件研发与测试运维,北京,15-25K,20.0,本科,3,10年以上,5.0,0,1,0,0,,3,1,sql|数据库|mysql,5,1,沟通|协调|统筹|抗压|方案设计,0,0,,2,1,架构设计|复杂,7,1,流程|规范|标准|合规|政策|监管|细则
300465.SZ,高伟达软件股份有限公司,java,java开发工程师,软件研发与测试运维,北京,11-18K,14.5,本科,3,5-10年,4.0,0,1,0,0,,8,1,python|sql|数据库|mysql|oracle|接口|api|linux,0,0,,1,1,日常,1,1,复杂,1,1,流程
300465.SZ,高伟达软件股份有限公司,UI设计师,ui设计师,软件研发与测试运维,深圳,10-13K,11.5,本科,3,3-5年,3.0,0,0,1,1,ai,1,1,数据可视化,3,1,沟通|汇报|抗压,3,1,整理|日常|跟进,1,1,设计方案,1,1,规范
300465.SZ,高伟达软件股份有限公司,NLP算法工程师,nlp算法工程师,算法与AI工程,上海,11-22K,16.5,本科,3,3-5年,3.0,0,0,6,1,深度学习|nlp|自然语言处理|语义|算法模型|大数据,3,1,hive|spark|hadoop,2,1,创新|推动,0,0,,1,1,创新,0,0,
300465.SZ,高伟达软件股份有限公司,Java开发,java开发工程师,软件研发与测试运维,成都,10-15K,12.5,本科,3,3-5年,3.0,0,0,0,0,,5,1,sql|数据库|mysql|bi|linux,3,1,沟通|责任心|抗压,0,0,,0,0,,0,0,
300465.SZ,高伟达软件股份有限公司,Java,java开发工程师,软件研发与测试运维,上海,13-18K,15.5,本科,3,3-5年,3.0,0,0,0,0,,5,1,sql|mysql|oracle|linux|git,0,0,,0,0,,0,0,,0,0,
300465.SZ,高伟达软件股份有限公司,Java,java开发工程师,软件研发与测试运维,上海,11-19K,15.0,本科,3,3-5年,3.0,0,0,0,0,,4,1,sql|数据库|linux|docker,0,0,,0,0,,1,1,架构设计,1,1,规范
300465.SZ,高伟达软件股份有限公司,运维工程师,运维工程师,软件研发与测试运维,北京,8-12K,10.0,本科,3,5-10年,4.0,0,1,0,0,,10,1,python|sql|数据库|mysql|oracle|postgresql|自动化|linux|shell|docker,0,0,,4,1,日常|定期|提交|巡检,0,0,,1,1,手册
300465.SZ,高伟达软件股份有限公司,Java开发工程师（银行）,java开发工程师,软件研发与测试运维,合肥,10-15K,12.5,本科,3,3-5年,3.0,0,0,0,0,,6,1,sql|数据库|mysql|linux|shell|git,2,1,沟通|抗压,0,0,,0,0,,0,0,
300465.SZ,高伟达软件股份有限公司,Java初/中/高级开发（邮储银行项目）,java初/中/高级开发,软件研发与测试运维,合肥,10-15K,12.5,本科,3,3-5年,3.0,0,0,0,0,,9,1,sql|数据库|mysql|接口|api|自动化|linux|git|docker,5,1,沟通|表达|创新|方案设计|推动,0,0,,4,1,创新|研究|架构设计|突发,2,1,流程|规范
300465.SZ,高伟达软件股份有限公司,java开发,java开发工程师,软件研发与测试运维,南宁,10-12K,11.0,本科,3,1-3年,2.0,0,0,0,0,,2,1,sql|mysql,1,1,沟通,0,0,,0,0,,0,0,
300465.SZ,高伟达软件股份有限公司,前端开发,前端开发,软件研发与测试运维,上海,12-16K,14.0,本科,3,3-5年,3.0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
300465.SZ,高伟达软件股份有限公司,Java（成都邮储银行）,java开发工程师,软件研发与测试运维,成都,8-9K,8.5,本科,3,1-3年,2.0,0,0,0,0,,2,1,sql|mysql,0,0,,0,0,,0,0,,0,0,
300465.SZ,高伟达软件股份有限公司,数据开发/ETL(银行项目）,数据开发/etl,数据分析与数据工程,厦门,9-14K,11.5,本科,3,3-5年,3.0,0,0,1,1,大数据,13,1,sql|数据库|mysql|oracle|hive|spark|hadoop|etl|bi|finebi|数据分析|报表|数据仓库,1,1,沟通,2,1,报表|统计,0,0,,3,1,流程|规范|监管
300465.SZ,高伟达软件股份有限公司,Agent应用开发工程师,agent应用开发工程师,软件研发与测试运维,武汉,13-20K,16.5,本科,3,3-5年,3.0,0,0,7,1,人工智能|ai|大模型|prompt|提示词|智能体|agent,7,1,python|sql|数据库|mysql|接口|api|自动化,1,1,决策,1,1,跟进,3,1,调研|架构设计|复杂,2,1,流程|规范
300465.SZ,高伟达软件股份有限公司,初级java开发工程师（银行）,java开发工程师,软件研发与测试运维,成都,6-10K,8.0,本科,3,1-3年,2.0,0,0,0,0,,4,1,sql|数据库|oracle|postgresql,2,1,沟通|表达,0,0,,0,0,,1,1,规范
300465.SZ,高伟达软件股份有限公司,项目经理,项目经理,产品与需求管理,广州,15-20K,17.5,本科,3,5-10年,4.0,0,1,0,0,,1,1,接口,6,1,沟通|谈判|决策|培训|汇报|商务,0,0,,2,1,谈判|复杂,1,1,流程
300465.SZ,高伟达软件股份有限公司,初中级java开发工程师,java开发工程师,软件研发与测试运维,北京,10-15K,12.5,本科,3,1-3年,2.0,0,0,0,0,,4,1,sql|数据库|mysql|oracle,1,1,沟通,0,0,,0,0,,0,0,
300465.SZ,高伟达软件股份有限公司,web前端开发工程师,web前端开发工程师,软件研发与测试运维,上海,13-16K,14.5,本科,3,3-5年,3.0,0,0,0,0,,2,1,数据库|接口,1,1,沟通,0,0,,0,0,,0,0,
300465.SZ,高伟达软件股份有限公司,Java,java开发工程师,软件研发与测试运维,成都,10-15K,12.5,本科,3,3-5年,3.0,0,0,0,0,,5,1,sql|数据库|mysql|oracle|linux,2,1,沟通|责任心,0,0,,0,0,,0,0,
300465.SZ,高伟达软件股份有限公司,Java,java开发工程师,软件研发与测试运维,上海,11-18K,14.5,本科,3,3-5年,3.0,0,0,0,0,,6,1,python|sql|mysql|oracle|linux|git,0,0,,0,0,,0,0,,0,0,
300465.SZ,高伟达软件股份有限公司,java开发工程师,java开发工程师,软件研发与测试运维,上海,11-18K,14.5,本科,3,3-5年,3.0,0,0,0,0,,5,1,sql|mysql|oracle|linux|git,0,0,,0,0,,0,0,,0,0,
300465.SZ,高伟达软件股份有限公司,Java （中级 上海）,java开发工程师,软件研发与测试运维,上海,12-18K,15.0,本科,3,3-5年,3.0,0,0,0,0,,5,1,sql|mysql|oracle|linux|git,0,0,,0,0,,0,0,,0,0,
300465.SZ,高伟达软件股份有限公司,中高级JAVA工程师（审计项目）,java开发工程师,软件研发与测试运维,北京,16-27K,21.5,本科,3,5-10年,4.0,0,1,2,1,大模型|大数据,5,1,sql|数据库|oracle|etl|数据分析,1,1,推动,0,0,,1,1,架构设计,0,0,
300465.SZ,高伟达软件股份有限公司,大数据开发ETL（提升自身价值的平台）,大数据开发etl,数据分析与数据工程,北京,13-14K,13.5,本科,3,3-5年,3.0,0,0,1,1,大数据,11,1,python|sql|数据库|mysql|oracle|hive|spark|hadoop|etl|数据仓库|数仓,0,0,,0,0,,0,0,,0,0,
300465.SZ,高伟达软件股份有限公司,Java开发（邮储银行项目）,java开发工程师,软件研发与测试运维,成都,10-15K,12.5,本科,3,3-5年,3.0,0,0,0,0,,2,1,sql|mysql,2,1,沟通|责任心,0,0,,0,0,,0,0,
300465.SZ,高伟达软件股份有限公司,中级java开发工程师,java开发工程师,软件研发与测试运维,南京,10-15K,12.5,本科,3,3-5年,3.0,0,0,0,0,,2,1,sql|mysql,0,0,,0,0,,1,1,疑难,0,0,
300465.SZ,高伟达软件股份有限公司,hadoop大数据工程师(合肥邮储银行),hadoop大数据工程师,数据分析与数据工程,合肥,10-14K,12.0,本科,3,3-5年,3.0,0,0,1,1,大数据,7,1,sql|mysql|hive|hadoop|bi|报表|数据仓库,0,0,,1,1,报表,0,0,,0,0,
300465.SZ,高伟达软件股份有限公司,JAVA开发（银行项目驻场）,java开发工程师,软件研发与测试运维,广州,10-13K,11.5,本科,3,3-5年,3.0,0,0,0,0,,5,1,sql|数据库|oracle|linux|shell,0,0,,0,0,,1,1,复杂,0,0,
300465.SZ,高伟达软件股份有限公司,高级Java（带管理）,java开发工程师,软件研发与测试运维,武汉,15-20K,17.5,本科,3,5-10年,4.0,0,1,0,0,,6,1,sql|数据库|mysql|oracle|linux|docker,5,1,沟通|协调|团队管理|责任心|抗压,0,0,,2,1,调研|架构设计,0,0,
300465.SZ,高伟达软件股份有限公司,测试工程师,测试工程师,软件研发与测试运维,深圳,12-13K,12.5,本科,3,3-5年,3.0,0,0,1,1,ai,4,1,sql|数据库|mysql|接口,2,1,沟通|表达,2,1,校验|跟进,0,0,,2,1,流程|依据
300465.SZ,高伟达软件股份有限公司,Web前端开发工程师（银行）,web前端开发工程师,软件研发与测试运维,合肥,12-14K,13.0,本科,3,3-5年,3.0,0,0,0,0,,3,1,sql|postgresql|erp,4,1,沟通|协调|服务意识|抗压,0,0,,1,1,复杂,0,0,
300465.SZ,高伟达软件股份有限公司,Java开发工程师（邮储银行项目）,java开发工程师,软件研发与测试运维,西安,10-15K,12.5,本科,3,3-5年,3.0,0,0,0,0,,5,1,sql|数据库|postgresql|api|git,2,1,方案设计|推动,0,0,,1,1,架构设计,3,1,流程|规范|标准
300465.SZ,高伟达软件股份有限公司,华泰Java开发,华泰java开发,软件研发与测试运维,南京,10-13K,11.5,本科,3,3-5年,3.0,0,0,0,0,,7,1,python|sql|数据库|mysql|oracle|接口|docker,2,1,沟通|解决问题,0,0,,1,1,架构设计,0,0,
300465.SZ,高伟达软件股份有限公司,Java开发工程师（合肥邮储）,java开发工程师,软件研发与测试运维,合肥,8-12K,10.0,本科,3,1-3年,2.0,0,0,0,0,,7,1,sql|数据库|mysql|oracle|postgresql|api|git,0,0,,0,0,,1,1,架构设计,1,1,标准
300465.SZ,高伟达软件股份有限公司,系统分析师,系统分析师,投资研究与投行,厦门,12-17K,14.5,本科,3,5-10年,4.0,0,1,0,0,,4,1,sql|数据库|mysql|oracle,0,0,,0,0,,1,1,架构设计,0,0,
300465.SZ,高伟达软件股份有限公司,java工程师,java开发工程师,软件研发与测试运维,广州,10-13K,11.5,本科,3,3-5年,3.0,0,0,0,0,,5,1,sql|数据库|oracle|linux|shell,2,1,沟通|责任心,0,0,,1,1,复杂,0,0,
300465.SZ,高伟达软件股份有限公司,Java开发工程师（成都）,java开发工程师,软件研发与测试运维,成都,10-15K,12.5,本科,3,3-5年,3.0,0,0,0,0,,2,1,sql|mysql,0,0,,0,0,,0,0,,0,0,
300465.SZ,高伟达软件股份有限公司,ETL开发工程师（合肥邮储银行项目）,etl开发工程师,数据分析与数据工程,合肥,12-14K,13.0,本科,3,5-10年,4.0,0,1,0,0,,7,1,sql|数据库|mysql|oracle|etl|数据仓库|接口,3,1,沟通|协调|责任心,2,1,日常|统计,0,0,,1,1,流程
300465.SZ,高伟达软件股份有限公司,中级java开发工程师,java开发工程师,软件研发与测试运维,北京,12-14K,13.0,本科,3,3-5年,3.0,0,0,1,1,大数据,7,1,sql|数据库|mysql|oracle|linux|shell|git,2,1,沟通|抗压,0,0,,0,0,,0,0,
300465.SZ,高伟达软件股份有限公司,JAVA软件工程师,java软件工程师,软件研发与测试运维,深圳,10-14K,12.0,本科,3,3-5年,3.0,0,0,0,0,,5,1,sql|mysql|oracle|接口|git,3,1,沟通|责任心|方案设计,0,0,,0,0,,0,0,
300465.SZ,高伟达软件股份有限公司,运维工程师（有夜班）,运维工程师,软件研发与测试运维,北京,10-14K,12.0,本科,3,1-3年,2.0,0,0,1,1,大数据,6,1,python|sql|数据库|etl|linux|shell,1,1,沟通,0,0,,0,0,,1,1,流程
300465.SZ,高伟达软件股份有限公司,Java开发（邮储银行项目）,java开发工程师,软件研发与测试运维,北京,14-16K,15.0,本科,3,3-5年,3.0,0,0,1,1,大数据,2,1,sql|postgresql,0,0,,1,1,日常,0,0,,1,1,标准
300465.SZ,高伟达软件股份有限公司,JAVA开发（银行系统）,java开发工程师,软件研发与测试运维,厦门,10-15K,12.5,本科,3,3-5年,3.0,0,0,0,0,,7,1,sql|数据库|mysql|oracle|接口|api|docker,0,0,,0,0,,0,0,,2,1,流程|规范
300465.SZ,高伟达软件股份有限公司,前端开发工程师（合肥邮储）,前端开发工程师,软件研发与测试运维,合肥,10-13K,11.5,本科,3,3-5年,3.0,0,0,0,0,,0,0,,0,0,,0,0,,2,1,调研|疑难,1,1,规范
300465.SZ,高伟达软件股份有限公司,前端开发工程师（成都）,前端开发工程师,软件研发与测试运维,成都,11-15K,13.0,本科,3,3-5年,3.0,0,0,0,0,,1,1,sas,1,1,沟通,0,0,,0,0,,0,0,
300465.SZ,高伟达软件股份有限公司,中级软件开发工程师/JAVA(000536),软件开发工程师,软件研发与测试运维,厦门,10-14K,12.0,本科,3,3-5年,3.0,0,0,0,0,,4,1,sql|数据库|mysql|oracle,1,1,沟通,0,0,,0,0,,0,0,
300465.SZ,高伟达软件股份有限公司,java开发,java开发工程师,软件研发与测试运维,北京,13-15K,14.0,本科,3,3-5年,3.0,0,0,0,0,,3,1,sql|数据库|mysql,2,1,沟通|解决问题,0,0,,0,0,,1,1,规范
600570.SH,恒生电子股份有限公司,测试工程师-机构服务,测试工程师-机构服务,软件研发与测试运维,武汉,10-15K,12.5,本科,3,5-10年,4.0,0,1,0,0,,7,1,sql|数据库|mysql|oracle|接口|自动化|linux,3,1,沟通|协调|拓展,0,0,,2,1,研究|复杂,1,1,流程
600570.SH,恒生电子股份有限公司,客户代表-银行信托,客户代表-银行信托,客户营销与销售,上海,20-30K·20薪,41.666666666666664,本科,3,5-10年,4.0,0,1,0,0,,0,0,,4,1,沟通|商务|拓展|组织能力,0,0,,0,0,,0,0,
600570.SH,恒生电子股份有限公司,招聘HR,hr,其他运营支持,深圳,10-15K·14薪,14.583333333333334,本科,3,3-5年,3.0,0,0,0,0,,3,1,excel|数据分析|报表,7,1,沟通|表达|亲和|培训|拓展|责任心|推动,5,1,报表|定期|统计|更新|跟进,0,0,,3,1,流程|标准|依据
600570.SH,恒生电子股份有限公司,测试工程师-经纪业务,测试工程师-经纪业务,客户营销与销售,杭州,15-25K·15薪,25.0,本科,3,5-10年,4.0,0,1,0,0,,7,1,sql|数据库|mysql|oracle|接口|自动化|linux,3,1,沟通|协调|拓展,0,0,,2,1,研究|复杂,0,0,
600570.SH,恒生电子股份有限公司,金融商务助理-鲸腾网络,金融商务助理-鲸腾网络,财务会计核算,杭州,8-12K,10.0,本科,3,1-3年,2.0,0,0,0,0,,2,1,excel|报表,3,1,沟通|商务|拓展,8,1,归档|整理|台账|报表|对账|定期|记录|开票,0,0,,1,1,流程
600570.SH,恒生电子股份有限公司,交付工程师-工程总部,交付工程师-工程,产品与需求管理,北京,15-25K,20.0,本科,3,5-10年,4.0,0,1,0,0,,3,1,sql|数据库|oracle,5,1,沟通|表达|服务意识|责任心|抗压,1,1,日常,0,0,,0,0,
600570.SH,恒生电子股份有限公司,项目经理/主管,项目经理/主管,产品与需求管理,上海,20-30K·13薪,27.083333333333332,本科,3,5-10年,4.0,0,1,0,0,,0,0,,4,1,沟通|协调|责任心|推动,0,0,,0,0,,2,1,流程|标准
600570.SH,恒生电子股份有限公司,咨询顾问-证券,咨询顾问-证券,产品与需求管理,南京,25-35K,30.0,本科,3,5-10年,4.0,0,1,0,0,,0,0,,4,1,沟通|协调|商务|责任心,1,1,日常,2,1,研究|课题,1,1,依据
600570.SH,恒生电子股份有限公司,交付工程师-工程总部,交付工程师-工程,产品与需求管理,上海,10-15K,12.5,本科,3,3-5年,3.0,0,0,0,0,,5,1,sql|数据库|mysql|oracle|linux,1,1,服务意识,0,0,,1,1,非标,0,0,
600570.SH,恒生电子股份有限公司,测试工程师-经纪业务,测试工程师-经纪业务,客户营销与销售,杭州,15-25K,20.0,本科,3,5-10年,4.0,0,1,0,0,,6,1,sql|数据库|mysql|oracle|自动化|linux,3,1,沟通|协调|拓展,0,0,,1,1,研究,0,0,
600570.SH,恒生电子股份有限公司,Java开发工程师-经纪业务,java开发工程师,软件研发与测试运维,杭州,20-30K·14薪,29.166666666666668,本科,3,5-10年,4.0,0,1,0,0,,4,1,sql|数据库|mysql|oracle,7,1,沟通|表达|决策|责任心|抗压|创新|推动,0,0,,3,1,创新|架构设计|复杂,1,1,规范
600570.SH,恒生电子股份有限公司,模型后训练工程师,模型后训练工程师,算法与AI工程,杭州,25-35K,30.0,硕士,4,1-3年,2.0,0,1,6,1,深度学习|大模型|llm|nlp|强化学习|模型训练,1,1,自动化,1,1,沟通,1,1,跟进,0,0,,3,1,流程|规范|标准
600570.SH,恒生电子股份有限公司,C++开发工程师-经纪业务,c++开发工程师,软件研发与测试运维,杭州,20-30K·14薪,29.166666666666668,本科,3,3-5年,3.0,0,0,0,0,,5,1,sql|数据库|mysql|oracle|linux,4,1,沟通|责任心|抗压|方案设计,0,0,,0,0,,0,0,
600570.SH,恒生电子股份有限公司,Java,java开发工程师,软件研发与测试运维,杭州,20-30K·14薪,29.166666666666668,本科,3,5-10年,4.0,0,1,1,1,大数据,5,1,sql|数据库|mysql|oracle|linux,4,1,沟通|责任心|抗压|方案设计,0,0,,1,1,架构设计,0,0,
600570.SH,恒生电子股份有限公司,Java开发工程师（北京）-资产管理,java开发工程师,软件研发与测试运维,北京,25-30K·14薪,32.083333333333336,本科,3,10年以上,5.0,0,1,1,1,ai,5,1,sql|数据库|mysql|postgresql|linux,7,1,协调|统筹|团队管理|责任心|抗压|跨部门|推动,1,1,日常,0,0,,3,1,流程|规范|标准
600570.SH,恒生电子股份有限公司,java开发-经纪业务,java开发-经纪业务,客户营销与销售,杭州,20-25K·15薪,28.125,本科,3,5-10年,4.0,0,1,0,0,,5,1,sql|数据库|mysql|接口|linux,2,1,沟通|解决问题,0,0,,1,1,研究,0,0,
600570.SH,恒生电子股份有限公司,高级实施工程师-营销(财富中台),实施工程师-营销,客户营销与销售,北京,10-15K,12.5,本科,3,3-5年,3.0,0,0,2,1,ai|大模型,4,1,sql|数据库|oracle|linux,3,1,沟通|协调|服务意识,1,1,日常,0,0,,0,0,
600570.SH,恒生电子股份有限公司,高级c++开发工程师,c++开发工程师,软件研发与测试运维,杭州,20-30K·14薪,29.166666666666668,本科,3,5-10年,4.0,0,1,0,0,,2,1,数据库|linux,4,1,沟通|责任心|抗压|方案设计,0,0,,1,1,架构设计,0,0,
600570.SH,恒生电子股份有限公司,实施工程师-证券期货,实施工程师-证券期货,产品与需求管理,深圳,11-20K·14薪,18.083333333333332,本科,3,经验不限,1.0,1,0,0,0,,4,1,sql|数据库|oracle|linux,4,1,沟通|协调|培训|服务意识,1,1,日常,0,0,,0,0,
600570.SH,恒生电子股份有限公司,交付工程师-工程总部,交付工程师-工程,产品与需求管理,上海,12-20K,16.0,本科,3,3-5年,3.0,0,0,0,0,,4,1,sql|数据库|oracle|linux,4,1,沟通|协调|培训|服务意识,1,1,日常,0,0,,0,0,
